反应描述,脱氯步骤,反应类型,反应物,产物,速率常数,速率常数_单位,表面反应速率常数,表面反应速率常数_单位,反应级数,半衰期,半衰期_单位,活化能,活化能_单位,温度,温度_单位,pH,氧化还原电位,氧化还原电位_单位,固相矿物类型,矿物比表面积,矿物比表面积_单位,初始浓度,初始浓度_单位,矿物名称,矿物化学式,溶度积,溶度积_单位,沉淀速率常数,沉淀速率常数_单位,溶解速率常数,溶解速率常数_单位,离子活度积,离子活度积_单位,过饱和度,实验体系,其他条件,参考文献
"Arsenic removal from underground water by electrocoagulation at flow rate 1.75 L/min, current density 30 A/m²",总反应,氧化,As(III) + As(V),As adsorbed on FeOOH,0.011,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,22,°C,8.06,NA,NA,Iron oxide,NA,NA,133,μg/L,Ferric oxyhydroxide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,连续流,备注: Data from Figure 4 and Table 2; Lagergren second-order kinetic model applied; 方程式: As adsorption on FeOOH; R²: 0.9944; 共存物: Ca; SiO2; SO4²⁻; 共存物浓度: 46.44; 67.62; 46.34; 共存物单位: mg/L; mg/L; mg/L; 影响因素: flow rate; 尺度: 实验室; 介质: 地下水; 氧: 好氧; 地区: Central North Mexico; 提取方法: 表格直接提取; 期刊: Water Science & Technology; 地区(作者): Mexico; 尾注: Bipolar electrocoagulation cell; continuous flow; residence time 0.8 min,García-Lara et al. 2009
"Arsenic removal from underground water by electrocoagulation at flow rate 3.5 L/min, current density 30 A/m²",总反应,氧化,As(III) + As(V),As adsorbed on FeOOH,0.007,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,22,°C,8.06,NA,NA,Iron oxide,NA,NA,133,μg/L,Ferric oxyhydroxide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,连续流,备注: Data from Figure 4 and Table 2; Lagergren second-order kinetic model applied; 方程式: As adsorption on FeOOH; R²: 0.9959; 共存物: Ca; SiO2; SO4²⁻; 共存物浓度: 46.44; 67.62; 46.34; 共存物单位: mg/L; mg/L; mg/L; 影响因素: flow rate; 尺度: 实验室; 介质: 地下水; 氧: 好氧; 地区: Central North Mexico; 提取方法: 表格直接提取; 期刊: Water Science & Technology; 地区(作者): Mexico; 尾注: Bipolar electrocoagulation cell; continuous flow; residence time 0.4 min,García-Lara et al. 2009
As(III) oxidation and adsorption by aged biofilter media BM2 at pH 4,总反应,oxidation+adsorption,As(III),As(V),NA,NA,NA,NA,NA,0.96,h,NA,NA,25,°C,4,NA,NA,biogenic iron and manganese oxides,1.01,m²/g,18,μM,aged biofilter media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Fig. 6a, kinetic experiment; half-life calculated from depletion curve; 方程式: As(III) → As(V); 催化剂投加: 10; 催化剂单位: g/L; 影响因素: pH; 尺度: laboratory; 介质: water; 提取方法: figure extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Japan; 尾注: Mn/Fe ratio=1.47; coating mass=32 mg/g; pHPZC=5.3",Sahabi et al. (2009)
As(III) oxidation and adsorption by aged biofilter media BM2 at pH 7,总反应,oxidation+adsorption,As(III),As(V),NA,NA,NA,NA,NA,1.42,h,NA,NA,25,°C,7,NA,NA,biogenic iron and manganese oxides,1.01,m²/g,18,μM,aged biofilter media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Fig. 6a, kinetic experiment; half-life calculated from depletion curve; 方程式: As(III) → As(V); 催化剂投加: 10; 催化剂单位: g/L; 影响因素: pH; 尺度: laboratory; 介质: water; 提取方法: figure extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Japan; 尾注: Mn/Fe ratio=1.47; coating mass=32 mg/g; pHPZC=5.3",Sahabi et al. (2009)
As(III) oxidation and adsorption by aged biofilter media BM2 at pH 8.5,总反应,oxidation+adsorption,As(III),As(V),NA,NA,NA,NA,NA,1.2,h,NA,NA,25,°C,8.5,NA,NA,biogenic iron and manganese oxides,1.01,m²/g,18,μM,aged biofilter media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Fig. 6a, kinetic experiment; half-life calculated from depletion curve; 方程式: As(III) → As(V); 催化剂投加: 10; 催化剂单位: g/L; 影响因素: pH; 尺度: laboratory; 介质: water; 提取方法: figure extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Japan; 尾注: Mn/Fe ratio=1.47; coating mass=32 mg/g; pHPZC=5.3",Sahabi et al. (2009)
As(III) adsorption kinetics on BM2 at pH 4,总反应,adsorption,As(III),NA,0.534,g/μmol/h,NA,NA,pseudo-second order,NA,NA,NA,NA,25,°C,4,NA,NA,biogenic iron and manganese oxides,1.01,m²/g,18,μM,aged biofilter media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Pseudo-second order kinetics model, Table 3; R²: 0.95; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: pH; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Japan; 尾注: qe=1.579 μmol/g; k2p from pseudo-second order model",Sahabi et al. (2009)
As(III) adsorption kinetics on BM2 at pH 7,总反应,adsorption,As(III),NA,1.602,g/μmol/h,NA,NA,pseudo-second order,NA,NA,NA,NA,25,°C,7,NA,NA,biogenic iron and manganese oxides,1.01,m²/g,18,μM,aged biofilter media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Pseudo-second order kinetics model, Table 3; R²: 0.988; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: pH; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Japan; 尾注: qe=0.880 μmol/g; k2p from pseudo-second order model",Sahabi et al. (2009)
As(III) adsorption kinetics on BM2 at pH 8.5,总反应,adsorption,As(III),NA,8.15,g/μmol/h,NA,NA,pseudo-second order,NA,NA,NA,NA,25,°C,8.5,NA,NA,biogenic iron and manganese oxides,1.01,m²/g,18,μM,aged biofilter media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Pseudo-second order kinetics model, Table 3; R²: 0.95; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: pH; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Japan; 尾注: qe=0.585 μmol/g; k2p from pseudo-second order model",Sahabi et al. (2009)
As(V) adsorption kinetics on BM2 at pH 4,总反应,adsorption,As(V),NA,0.212,μmol/g/h^0.5,NA,NA,NA,NA,NA,NA,NA,25,°C,4,NA,NA,biogenic iron and manganese oxides,1.01,m²/g,18,μM,aged biofilter media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Intra-particle diffusion model, Table 3; R²: 0.954; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: pH; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Japan; 尾注: kid from intra-particle diffusion model; C=0.483",Sahabi et al. (2009)
As(V) adsorption kinetics on BM2 at pH 7,总反应,adsorption,As(V),NA,0.125,μmol/g/h^0.5,NA,NA,NA,NA,NA,NA,NA,25,°C,7,NA,NA,biogenic iron and manganese oxides,1.01,m²/g,18,μM,aged biofilter media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Intra-particle diffusion model, Table 3; R²: 0.989; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: pH; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Japan; 尾注: kid from intra-particle diffusion model; C=0.074",Sahabi et al. (2009)
As(V) adsorption kinetics on BM2 at pH 8.5,总反应,adsorption,As(V),NA,0.055,μmol/g/h^0.5,NA,NA,NA,NA,NA,NA,NA,25,°C,8.5,NA,NA,biogenic iron and manganese oxides,1.01,m²/g,18,μM,aged biofilter media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Intra-particle diffusion model, Table 3; R²: 0.984; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: pH; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): Japan; 尾注: kid from intra-particle diffusion model; C=0.091",Sahabi et al. (2009)
As(III) adsorption on Fe-Mn 1:1,总反应,Adsorption,As(III),NA,0.000738,g mg⁻¹ min⁻¹,NA,NA,2,NA,NA,NA,NA,20±2,°C,7.0±0.2,NA,NA,Synthetic Fe-Mn oxide,301,m²/g,10,mg/L,Fe-Mn binary oxide (1:1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, pseudo-second-order kinetics; R²: 0.999; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 0.5; 催化剂单位: g/L; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Water Science & Technology: Water Supply; 地区(作者): Serbia; 尾注: qe=13.6 mg/g, contact time 720 min for equilibrium",Nikic et al.
As(III) adsorption on Fe-Mn 3:1,总反应,Adsorption,As(III),NA,0.000597,g mg⁻¹ min⁻¹,NA,NA,2,NA,NA,NA,NA,20±2,°C,7.0±0.2,NA,NA,Synthetic Fe-Mn oxide,250.4,m²/g,10,mg/L,Fe-Mn binary oxide (3:1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, pseudo-second-order kinetics; R²: 0.999; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 0.5; 催化剂单位: g/L; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Water Science & Technology: Water Supply; 地区(作者): Serbia; 尾注: qe=15.7 mg/g, contact time 720 min for equilibrium",Nikic et al.
As(III) adsorption on Fe-Mn 6:1,总反应,Adsorption,As(III),NA,0.000517,g mg⁻¹ min⁻¹,NA,NA,2,NA,NA,NA,NA,20±2,°C,7.0±0.2,NA,NA,Synthetic Fe-Mn oxide,203.1,m²/g,10,mg/L,Fe-Mn binary oxide (6:1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, pseudo-second-order kinetics; R²: 0.999; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 0.5; 催化剂单位: g/L; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Water Science & Technology: Water Supply; 地区(作者): Serbia; 尾注: qe=13.1 mg/g, contact time 720 min for equilibrium",Nikic et al.
As(III) adsorption on Fe-Mn 9:1,总反应,Adsorption,As(III),NA,0.000798,g mg⁻¹ min⁻¹,NA,NA,2,NA,NA,NA,NA,20±2,°C,7.0±0.2,NA,NA,Synthetic Fe-Mn oxide,109.6,m²/g,10,mg/L,Fe-Mn binary oxide (9:1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, pseudo-second-order kinetics; R²: 0.993; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 0.5; 催化剂单位: g/L; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Water Science & Technology: Water Supply; 地区(作者): Serbia; 尾注: qe=9.60 mg/g, contact time 720 min for equilibrium",Nikic et al.
As(V) adsorption on Fe-Mn 1:1,总反应,Adsorption,As(V),NA,0.00062,g mg⁻¹ min⁻¹,NA,NA,2,NA,NA,NA,NA,20±2,°C,7.0±0.2,NA,NA,Synthetic Fe-Mn oxide,301,m²/g,10,mg/L,Fe-Mn binary oxide (1:1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, pseudo-second-order kinetics; R²: 0.988; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 0.5; 催化剂单位: g/L; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Water Science & Technology: Water Supply; 地区(作者): Serbia; 尾注: qe=9.79 mg/g, contact time 720 min for equilibrium",Nikic et al.
As(V) adsorption on Fe-Mn 3:1,总反应,Adsorption,As(V),NA,0.00038,g mg⁻¹ min⁻¹,NA,NA,2,NA,NA,NA,NA,20±2,°C,7.0±0.2,NA,NA,Synthetic Fe-Mn oxide,250.4,m²/g,10,mg/L,Fe-Mn binary oxide (3:1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, pseudo-second-order kinetics; R²: 0.991; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 0.5; 催化剂单位: g/L; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Water Science & Technology: Water Supply; 地区(作者): Serbia; 尾注: qe=15.5 mg/g, contact time 720 min for equilibrium",Nikic et al.
As(V) adsorption on Fe-Mn 6:1,总反应,Adsorption,As(V),NA,0.00153,g mg⁻¹ min⁻¹,NA,NA,2,NA,NA,NA,NA,20±2,°C,7.0±0.2,NA,NA,Synthetic Fe-Mn oxide,203.1,m²/g,10,mg/L,Fe-Mn binary oxide (6:1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, pseudo-second-order kinetics; R²: 0.999; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 0.5; 催化剂单位: g/L; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Water Science & Technology: Water Supply; 地区(作者): Serbia; 尾注: qe=15.1 mg/g, contact time 720 min for equilibrium",Nikic et al.
As(V) adsorption on Fe-Mn 9:1,总反应,Adsorption,As(V),NA,0.00041,g mg⁻¹ min⁻¹,NA,NA,2,NA,NA,NA,NA,20±2,°C,7.0±0.2,NA,NA,Synthetic Fe-Mn oxide,109.6,m²/g,10,mg/L,Fe-Mn binary oxide (9:1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, pseudo-second-order kinetics; R²: 0.994; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 0.5; 催化剂单位: g/L; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Water Science & Technology: Water Supply; 地区(作者): Serbia; 尾注: qe=12.6 mg/g, contact time 720 min for equilibrium",Nikic et al.
As(III) oxidation by US in ultrapure water at pH 7,总反应,oxidation,As(III),As(V),1.65E-04,s⁻¹,NA,NA,1,NA,NA,NA,NA,20,°C,7,NA,NA,NA,NA,NA,0.2,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Figure 2; 方程式: As(III) + •OH → As(V) + H2O; 尺度: laboratory; 介质: water; 光: dark; 提取方法: text extraction; 期刊: Jpn. J. Appl. Phys.; 地区(作者): Korea; 尾注: US 450 kHz, 26.27 W/L","Lee et al., 2012"
As(III) oxidation by UV-C in ultrapure water at pH 7,总反应,oxidation,As(III),As(V),3.61E-04,s⁻¹,NA,NA,1,NA,NA,NA,NA,20,°C,7,NA,NA,NA,NA,NA,0.2,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Data from Figure 2; 方程式: As(III) + •OH → As(V) + H2O; 尺度: laboratory; 介质: water; 光: UV-C (254 nm); 提取方法: text extraction; 期刊: Jpn. J. Appl. Phys.; 地区(作者): Korea; 尾注: UV-C 254 nm, 21.26 W/L","Lee et al., 2012"
As(III) oxidation by US/UV-C combined in ultrapure water at pH 7,总反应,oxidation,As(III),As(V),8.31E-04,s⁻¹,NA,NA,1,13.9,min,NA,NA,20,°C,7,NA,NA,NA,NA,NA,0.2,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,备注: Data from Figure 2; synergistic effect 1.57; 方程式: As(III) + •OH → As(V) + H2O; 尺度: laboratory; 介质: water; 光: UV-C (254 nm); 提取方法: text extraction; 期刊: Jpn. J. Appl. Phys.; 地区(作者): Korea; 尾注: US 450 kHz 26.27 W/L + UV-C 254 nm 21.26 W/L,"Lee et al., 2012"
As(III) oxidation by US/UV-C combined in ultrapure water at pH 11,总反应,oxidation,As(III),As(V),1.88E-03,s⁻¹,NA,NA,1,6.1,min,NA,NA,20,°C,11,NA,NA,NA,NA,NA,0.2,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,备注: Data from Figure 4 and Table I; 方程式: As(III) + •OH → As(V) + H2O; 影响因素: pH; 尺度: laboratory; 介质: water; 光: UV-C (254 nm); 提取方法: text extraction; 期刊: Jpn. J. Appl. Phys.; 地区(作者): Korea; 尾注: US 450 kHz 26.27 W/L + UV-C 254 nm 21.26 W/L; rate 2.3x faster than pH 7,"Lee et al., 2012"
As(T) adsorption on GAC-Fe in simulated groundwater,总反应,Adsorption,As(T),NA,0.0425,g/(mg·s),NA,NA,2,NA,NA,NA,NA,29,°C,7.1,NA,NA,Iron impregnated activated carbon,488.24,m²/g,0.188,mg/L,GAC-Fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 3, pseudo second-order kinetics; R²: 0.99; 共存物: Fe; Mn; 共存物浓度: 2.8; 0.6; 共存物单位: mg/L; mg/L; 催化剂投加: 5; 催化剂单位: g/L; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: AIChE Journal; 地区(作者): India; 尾注: qe experimental: 0.03609 mg/g, qe calculated: 0.03604 mg/g",Mondal et al. 2009
As(V) adsorption on GAC-Fe in simulated groundwater,总反应,Adsorption,As(V),NA,0.1383,g/(mg·s),NA,NA,2,NA,NA,NA,NA,29,°C,7.1,NA,NA,Iron impregnated activated carbon,488.24,m²/g,0.094,mg/L,GAC-Fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 3, pseudo second-order kinetics; R²: 1; 共存物: Fe; Mn; 共存物浓度: 2.8; 0.6; 共存物单位: mg/L; mg/L; 催化剂投加: 5; 催化剂单位: g/L; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: AIChE Journal; 地区(作者): India; 尾注: As(III):As(V)=1:1, qe experimental: 0.018766 mg/g, qe calculated: 0.018650 mg/g",Mondal et al. 2009
As(III) adsorption on GAC-Fe in simulated groundwater,总反应,Adsorption,As(III),NA,0.0602,g/(mg·s),NA,NA,2,NA,NA,NA,NA,29,°C,7.1,NA,NA,Iron impregnated activated carbon,488.24,m²/g,0.094,mg/L,GAC-Fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 3, pseudo second-order kinetics; R²: 1; 共存物: Fe; Mn; 共存物浓度: 2.8; 0.6; 共存物单位: mg/L; mg/L; 催化剂投加: 5; 催化剂单位: g/L; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: AIChE Journal; 地区(作者): India; 尾注: As(III):As(V)=1:1, qe experimental: 0.017322 mg/g, qe calculated: 0.017393 mg/g",Mondal et al. 2009
As(III) adsorption on PAMAM-G6 functionalized Fe3O4@SiO2/GPTMS nanocomposite in ultrapure water,总反应,Adsorption,As(III),NA,4.5×10⁻⁴,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,25,°C,7,NA,NA,Magnetic nanocomposite,54.3,m²/g,5,mg/L,Fe3O4@SiO2/GPTMS/PAMAM-G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Pseudo-second order kinetic model; data from Table 4; R²: 0.98; 催化剂投加: 40; 催化剂单位: mg/L; 影响因素: Contact time, pH, initial concentration, adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table direct extraction; 期刊: Journal of Environmental Health Science and Engineering; 地区(作者): Iran; 尾注: qe,exp=118.27 mg/g; qe,cal=158.5 mg/g; k2p from pseudo-first order=0.12 min⁻¹; Langmuir qm=233 mg/g",Akbari et al. 2020
As(III) adsorption isotherm study at equilibrium,总反应,Adsorption,As(III),NA,5.4,L/mg,NA,NA,NA,NA,NA,NA,NA,25,°C,7,NA,NA,Magnetic nanocomposite,54.3,m²/g,1月10日,mg/L,Fe3O4@SiO2/GPTMS/PAMAM-G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,备注: Langmuir isotherm model; data from Table 2; R²: 0.992; 催化剂投加: 40; 催化剂单位: mg/L; 影响因素: Initial concentration; 尺度: Laboratory; 介质: Water; 提取方法: Table direct extraction; 期刊: Journal of Environmental Health Science and Engineering; 地区(作者): Iran; 尾注: Maximum adsorption capacity qm=233 mg/g; RL=0.036; favorable adsorption,Akbari et al. 2020
Thermodynamic study of As(III) adsorption at 288 K,总反应,Adsorption,As(III),NA,NA,NA,NA,NA,NA,NA,NA,27,kJ/mol,15,°C,7,NA,NA,Magnetic nanocomposite,54.3,m²/g,5,mg/L,Fe3O4@SiO2/GPTMS/PAMAM-G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,备注: Thermodynamic parameters from Table 5; R²: 0.95; 催化剂投加: 40; 催化剂单位: mg/L; 影响因素: Temperature; 尺度: Laboratory; 介质: Water; 提取方法: Table direct extraction; 期刊: Journal of Environmental Health Science and Engineering; 地区(作者): Iran; 尾注: ΔG°=-13 kJ/mol at 288K; ΔH°=27 kJ/mol; ΔS°=0.14 kJ/mol·K; endothermic and spontaneous,Akbari et al. 2020
Thermodynamic study of As(III) adsorption at 298 K,总反应,Adsorption,As(III),NA,NA,NA,NA,NA,NA,NA,NA,27,kJ/mol,25,°C,7,NA,NA,Magnetic nanocomposite,54.3,m²/g,5,mg/L,Fe3O4@SiO2/GPTMS/PAMAM-G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,备注: Thermodynamic parameters from Table 5; R²: 0.95; 催化剂投加: 40; 催化剂单位: mg/L; 影响因素: Temperature; 尺度: Laboratory; 介质: Water; 提取方法: Table direct extraction; 期刊: Journal of Environmental Health Science and Engineering; 地区(作者): Iran; 尾注: ΔG°=-15 kJ/mol at 298K,Akbari et al. 2020
Thermodynamic study of As(III) adsorption at 313 K,总反应,Adsorption,As(III),NA,NA,NA,NA,NA,NA,NA,NA,27,kJ/mol,40,°C,7,NA,NA,Magnetic nanocomposite,54.3,m²/g,5,mg/L,Fe3O4@SiO2/GPTMS/PAMAM-G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,备注: Thermodynamic parameters from Table 5; R²: 0.95; 催化剂投加: 40; 催化剂单位: mg/L; 影响因素: Temperature; 尺度: Laboratory; 介质: Water; 提取方法: Table direct extraction; 期刊: Journal of Environmental Health Science and Engineering; 地区(作者): Iran; 尾注: ΔG°=-16.5 kJ/mol at 313K,Akbari et al. 2020
"Arsenate removal by electrochemical coagulation using mild steel electrodes at 0.5 mg/L As(V), pH 7.0, 303 K",总反应,氧化/吸附,As(V),NA,0.1286,min-g mg⁻¹,NA,NA,2,NA,NA,18.731,kJ/mol,303,K,7,NA,NA,iron hydroxide,NA,NA,0.5,mg/L,Fe(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Table 3, second-order kinetics; R²: 0.9992; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Separation Science and Technology; 地区(作者): India; 尾注: qe experimental 0.451 mg/g, qe calculated 0.461 mg/g",Vasudevan et al. (2010)
"Arsenate removal by electrochemical coagulation at 0.75 mg/L As(V), pH 7.0, 303 K",总反应,氧化/吸附,As(V),NA,0.0038,min-g mg⁻¹,NA,NA,2,NA,NA,18.731,kJ/mol,303,K,7,NA,NA,iron hydroxide,NA,NA,0.75,mg/L,Fe(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Table 3, second-order kinetics; R²: 0.998; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Separation Science and Technology; 地区(作者): India; 尾注: qe experimental 0.692 mg/g, qe calculated 0.699 mg/g",Vasudevan et al. (2010)
"Arsenate removal by electrochemical coagulation at 1.0 mg/L As(V), pH 7.0, 303 K",总反应,氧化/吸附,As(V),NA,0.9756,min-g mg⁻¹,NA,NA,2,NA,NA,18.731,kJ/mol,303,K,7,NA,NA,iron hydroxide,NA,NA,1,mg/L,Fe(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Table 3, second-order kinetics; R²: 0.9971; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Separation Science and Technology; 地区(作者): India; 尾注: qe experimental 0.939 mg/g, qe calculated 0.953 mg/g",Vasudevan et al. (2010)
"Arsenate removal by electrochemical coagulation at 1.25 mg/L As(V), pH 7.0, 303 K",总反应,氧化/吸附,As(V),NA,0.3881,min-g mg⁻¹,NA,NA,2,NA,NA,18.731,kJ/mol,303,K,7,NA,NA,iron hydroxide,NA,NA,1.25,mg/L,Fe(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Table 3, second-order kinetics; R²: 0.9994; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Separation Science and Technology; 地区(作者): India; 尾注: qe experimental 1.186 mg/g, qe calculated 1.186 mg/g",Vasudevan et al. (2010)
"Arsenate removal by electrochemical coagulation at 1.5 mg/L As(V), pH 7.0, 303 K",总反应,氧化/吸附,As(V),NA,0.5155,min-g mg⁻¹,NA,NA,2,NA,NA,18.731,kJ/mol,303,K,7,NA,NA,iron hydroxide,NA,NA,1.5,mg/L,Fe(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Table 3, second-order kinetics; R²: 0.9992; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Separation Science and Technology; 地区(作者): India; 尾注: qe experimental 1.483 mg/g, qe calculated 1.420 mg/g",Vasudevan et al. (2010)
"Arsenate removal at 313 K, 0.5 mg/L As(V), pH 7.0",总反应,氧化/吸附,As(V),NA,0.126,min-g mg⁻¹,NA,NA,2,NA,NA,18.731,kJ/mol,313,K,7,NA,NA,iron hydroxide,NA,NA,0.5,mg/L,Fe(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Table 10, temperature effect; R²: 0.9992; 影响因素: temperature; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Separation Science and Technology; 地区(作者): India; 尾注: qe experimental 0.438 mg/g, qe calculated 0.421 mg/g",Vasudevan et al. (2010)
"Arsenate removal at 323 K, 0.5 mg/L As(V), pH 7.0",总反应,氧化/吸附,As(V),NA,0.132,min-g mg⁻¹,NA,NA,2,NA,NA,18.731,kJ/mol,323,K,7,NA,NA,iron hydroxide,NA,NA,0.5,mg/L,Fe(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Table 10, temperature effect; R²: 0.9982; 影响因素: temperature; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Separation Science and Technology; 地区(作者): India; 尾注: qe experimental 0.441 mg/g, qe calculated 0.439 mg/g",Vasudevan et al. (2010)
"Arsenate removal at 333 K, 0.5 mg/L As(V), pH 7.0",总反应,氧化/吸附,As(V),NA,0.136,min-g mg⁻¹,NA,NA,2,NA,NA,18.731,kJ/mol,333,K,7,NA,NA,iron hydroxide,NA,NA,0.5,mg/L,Fe(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Table 10, temperature effect; R²: 0.9898; 影响因素: temperature; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Separation Science and Technology; 地区(作者): India; 尾注: qe experimental 0.446 mg/g, qe calculated 0.441 mg/g",Vasudevan et al. (2010)
